Step,Temp,PotEng,TotEng,v_tipxx,v_tipxy,v_tipxz,v_tipfx,v_tipfy,v_tipfz
611000,298.59987,-18564.318,-18419.849,26.080669,32.091532,29.912808,1.78E-15,-6.23E-16,1.78E-15
612000,293.82572,-18563.47,-18421.311,26.080669,32.091532,29.902808,-3.56E-16,-5.02E-15,2.38E-14
613000,299.61381,-18561.17,-18416.21,26.080669,32.091532,29.892808,-2.31E-15,6.23E-15,1.71E-14
614000,299.91233,-18562.851,-18417.748,26.080669,32.091532,29.882808,1.78E-15,-6.23E-16,1.78E-15
615000,293.54685,-18562.517,-18420.493,26.080669,32.091532,29.872808,1.78E-15,-6.23E-16,-1.81E-14
616000,292.8038,-18563.9,-18422.236,26.080669,32.091532,29.862808,1.07E-15,-8.76E-15,-1.85E-14
617000,297.16762,-18560.197,-18416.421,26.080669,32.091532,29.852808,3.20E-15,2.22E-15,-6.05E-15
618000,296.8537,-18563.609,-18419.985,26.080669,32.091532,29.842808,1.78E-15,-6.23E-16,1.78E-15
619000,300.40657,-18561.684,-18416.341,26.080669,32.091532,29.832808,-3.56E-16,-5.02E-15,2.38E-14
620000,291.26165,-18563.035,-18422.117,26.080669,32.091532,29.822808,-2.31E-15,6.23E-15,1.71E-14
621000,298.76837,-18561.324,-18416.773,26.080669,32.091532,29.812808,1.78E-15,-6.23E-16,1.78E-15
622000,303.31177,-18564.141,-18417.393,26.080669,32.091532,29.802808,1.78E-15,-6.23E-16,1.78E-15
623000,291.97764,-18561.389,-18420.124,26.080669,32.091532,29.792808,-5.34E-16,-7.87E-15,-1.35E-14
624000,296.11603,-18563.659,-18420.391,26.080669,32.091532,29.782808,3.20E-15,2.22E-15,-6.05E-15
625000,296.06917,-18561.364,-18418.12,26.080669,32.091532,29.772808,1.78E-15,-6.23E-16,1.78E-15
626000,296.82475,-18564.12,-18420.51,26.080669,32.091532,29.762808,1.78E-15,-6.23E-16,-1.81E-14
627000,304.23382,-18563.857,-18416.662,26.080669,32.091532,29.752808,-2.31E-15,6.23E-15,1.71E-14
628000,297.13034,-18563.774,-18420.016,26.080669,32.091532,29.742808,1.78E-15,-6.23E-16,1.78E-15
629000,294.19429,-18561.75,-18419.413,26.080669,32.091532,29.732808,1.78E-15,-6.23E-16,1.78E-15
630000,297.05686,-18562.424,-18418.702,26.080669,32.091532,29.722808,-3.56E-16,-5.02E-15,2.38E-14
631000,303.64639,-18563.275,-18416.364,26.080669,32.091532,29.712808,3.20E-15,2.22E-15,-6.05E-15
632000,298.78484,-18567.104,-18422.546,26.080669,32.091532,29.702808,1.78E-15,-6.23E-16,1.78E-15
633000,296.35423,-18561.125,-18417.742,26.080669,32.091532,29.692808,1.78E-15,-6.23E-16,-1.81E-14
634000,295.61669,-18565.387,-18422.362,26.080669,32.091532,29.682808,-5.34E-16,-7.87E-15,-1.35E-14
635000,292.51183,-18565.293,-18423.77,26.080669,32.091532,29.672808,1.78E-15,-6.23E-16,1.78E-15
636000,301.58184,-18563.938,-18418.026,26.080669,32.091532,29.662808,1.78E-15,-6.23E-16,1.78E-15
637000,298.10048,-18563.055,-18418.828,26.080669,32.091532,29.652808,-3.56E-16,-5.02E-15,2.38E-14
638000,291.22199,-18562.568,-18421.669,26.080669,32.091532,29.642808,-2.31E-15,6.23E-15,1.71E-14
639000,299.25377,-18563.283,-18418.498,26.080669,32.091532,29.632808,1.78E-15,-6.23E-16,1.78E-15
640000,295.08692,-18562.193,-18419.424,26.080669,32.091532,29.622808,1.78E-15,-6.23E-16,-1.81E-14
641000,293.34899,-18563.624,-18421.696,26.080669,32.091532,29.612808,1.07E-15,-8.76E-15,-1.85E-14
642000,299.46645,-18566.256,-18421.368,26.080669,32.091532,29.602808,3.20E-15,2.22E-15,-6.05E-15
643000,298.26215,-18562.498,-18418.192,26.080669,32.091532,29.592808,1.78E-15,-6.23E-16,1.78E-15
644000,312.46777,-18564.089,-18412.911,26.080669,32.091532,29.582808,-3.56E-16,-5.02E-15,2.38E-14
645000,295.1186,-18563.008,-18420.224,26.080669,32.091532,29.572808,-2.31E-15,6.23E-15,1.71E-14
646000,295.44304,-18560.197,-18417.256,26.080669,32.091532,29.562808,1.78E-15,-6.23E-16,1.78E-15
647000,297.90344,-18566.507,-18422.375,26.080669,32.091532,29.552808,1.78E-15,-6.23E-16,1.78E-15
648000,304.33831,-18560.868,-18413.622,26.080669,32.091532,29.542808,1.78E-15,-6.23E-16,1.78E-15
649000,295.37625,-18563.571,-18420.662,26.080669,32.091532,29.532808,3.20E-15,2.22E-15,-6.05E-15
650000,304.67543,-18563.097,-18415.689,26.080669,32.091532,29.522808,-3.02E-15,1.78E-16,-5.34E-15
651000,292.98903,-18560.867,-18419.112,26.080669,32.091532,29.512808,-1.78E-16,1.44E-14,-5.34E-15
652000,290.09415,-18563.332,-18422.979,26.080669,32.091532,29.502808,-3.02E-15,1.78E-16,-5.34E-15
653000,288.17088,-18562.762,-18423.339,26.080669,32.091532,29.492808,-3.02E-15,1.78E-16,-5.34E-15
654000,300.75171,-18564.16,-18418.651,26.080669,32.091532,29.482808,-3.02E-15,1.78E-16,-5.34E-15
655000,295.70358,-18562.644,-18419.576,26.080669,32.091532,29.472808,-3.02E-15,1.78E-16,-5.34E-15
656000,295.61088,-18562.643,-18419.62,26.080669,32.091532,29.462808,-1.60E-15,-5.51E-15,-2.77E-14
657000,296.80461,-18563.48,-18419.88,26.080669,32.091532,29.452808,-3.02E-15,1.78E-16,-5.34E-15
658000,293.98706,-18564.524,-18422.287,26.080669,32.091532,29.442808,-1.78E-16,1.44E-14,-5.34E-15
659000,298.99947,-18561.974,-18417.312,26.080669,32.091532,29.432808,-3.02E-15,1.78E-16,-5.34E-15
660000,296.71034,-18564.953,-18421.399,26.080669,32.091532,29.422808,-3.02E-15,1.78E-16,-5.34E-15
661000,296.47468,-18567.929,-18424.488,26.080669,32.091532,29.412808,-3.02E-15,1.78E-16,-5.34E-15
662000,303.7036,-18564.066,-18417.128,26.080669,32.091532,29.402808,-3.02E-15,1.78E-16,-5.34E-15
663000,292.4577,-18564.45,-18422.953,26.080669,32.091532,29.392808,-3.02E-15,1.78E-16,-5.34E-15
664000,297.90453,-18560.85,-18416.718,26.080669,32.091532,29.382808,-3.02E-15,1.78E-16,-5.34E-15
665000,289.49477,-18561.832,-18421.768,26.080669,32.091532,29.372808,-1.78E-16,1.44E-14,-5.34E-15
666000,299.83467,-18564.887,-18419.821,26.080669,32.091532,29.362808,-3.02E-15,1.78E-16,-5.34E-15
667000,302.09959,-18563.897,-18417.735,26.080669,32.091532,29.352808,-1.60E-15,-5.51E-15,-2.77E-14
668000,295.61209,-18565.795,-18422.772,26.080669,32.091532,29.342808,-3.02E-15,1.78E-16,-5.34E-15
669000,295.74023,-18566.245,-18423.16,26.080669,32.091532,29.332808,-3.02E-15,1.78E-16,-5.34E-15
670000,296.49824,-18562.472,-18419.02,26.080669,32.091532,29.322808,-3.02E-15,1.78E-16,-5.34E-15
671000,304.04383,-18565.001,-18417.898,26.080669,32.091532,29.312808,-3.02E-15,1.78E-16,-5.34E-15
672000,292.91277,-18564.233,-18422.516,26.080669,32.091532,29.302808,-3.02E-15,1.78E-16,-5.34E-15
673000,302.73139,-18559.89,-18413.422,26.080669,32.091532,29.292808,-3.02E-15,1.78E-16,-5.34E-15
674000,292.25753,-18565.956,-18424.556,26.080669,32.091532,29.282808,-1.60E-15,-5.51E-15,-2.77E-14
675000,300.78856,-18564.363,-18418.836,26.080669,32.091532,29.272808,-3.02E-15,1.78E-16,-5.34E-15
676000,295.50718,-18564.487,-18421.515,26.080669,32.091532,29.262808,-1.78E-16,1.44E-14,-5.34E-15
677000,302.81226,-18562.327,-18415.82,26.080669,32.091532,29.252808,-3.02E-15,1.78E-16,-5.34E-15
678000,300.53242,-18565.6,-18420.197,26.080669,32.091532,29.242808,-3.02E-15,1.78E-16,-5.34E-15
679000,295.2407,-18565.111,-18422.267,26.080669,32.091532,29.232808,-3.02E-15,1.78E-16,-5.34E-15
680000,295.30816,-18562.392,-18419.516,26.080669,32.091532,29.222808,-3.02E-15,1.78E-16,-5.34E-15
681000,296.12848,-18563.285,-18420.012,26.080669,32.091532,29.212808,-1.60E-15,-5.51E-15,-2.77E-14
682000,298.05214,-18564.066,-18419.862,26.080669,32.091532,29.202808,-3.02E-15,1.78E-16,-5.34E-15
683000,299.61211,-18561.395,-18416.437,26.080669,32.091532,29.192808,-1.78E-16,1.44E-14,-5.34E-15
684000,299.30561,-18565.425,-18420.615,26.080669,32.091532,29.182808,-3.02E-15,1.78E-16,-5.34E-15
685000,302.57686,-18561.647,-18415.254,26.080669,32.091532,29.172808,-3.02E-15,1.78E-16,-5.34E-15
686000,293.37062,-18562.302,-18420.364,26.080669,32.091532,29.162808,-3.02E-15,1.78E-16,-5.34E-15
687000,304.48363,-18562.07,-18414.754,26.080669,32.091532,29.152808,-3.02E-15,1.78E-16,-5.34E-15
688000,294.40775,-18560.013,-18417.573,26.080669,32.091532,29.142808,-3.02E-15,1.78E-16,-5.34E-15
689000,298.46922,-18562.449,-18418.044,26.080669,32.091532,29.132808,-3.02E-15,1.78E-16,-5.34E-15
690000,298.92522,-18563.715,-18419.089,26.080669,32.091532,29.122808,-1.78E-16,1.44E-14,-5.34E-15
691000,301.06776,-18567.738,-18422.075,26.080669,32.091532,29.112808,-3.02E-15,1.78E-16,-5.34E-15
692000,300.66153,-18569.31,-18423.844,26.080669,32.091532,29.102808,-1.60E-15,-5.51E-15,-2.77E-14
693000,296.23726,-18560.193,-18416.867,26.080669,32.091532,29.092808,-3.02E-15,1.78E-16,-5.34E-15
694000,291.90736,-18563.648,-18422.417,26.080669,32.091532,29.082808,-3.02E-15,1.78E-16,-5.34E-15
695000,296.61501,-18564.733,-18421.225,26.080669,32.091532,29.072808,-3.02E-15,1.78E-16,-5.34E-15
696000,294.96456,-18562.205,-18419.495,26.080669,32.091532,29.062808,-3.02E-15,1.78E-16,-5.34E-15
697000,292.86484,-18566.34,-18424.646,26.080669,32.091532,29.052808,-3.02E-15,1.78E-16,-5.34E-15
698000,298.5034,-18563.228,-18418.806,26.080669,32.091532,29.042808,-3.02E-15,1.78E-16,-5.34E-15
699000,301.26677,-18565.893,-18420.134,26.080669,32.091532,29.032808,-1.60E-15,-5.51E-15,-2.77E-14
700000,300.91097,-18565.115,-18419.528,26.080669,32.091532,29.022808,-3.02E-15,1.78E-16,-5.34E-15
701000,296.73969,-18563.128,-18419.559,26.080669,32.091532,29.012808,-1.78E-16,1.44E-14,-5.34E-15
702000,300.56503,-18565.129,-18419.71,26.080669,32.091532,29.002808,-3.02E-15,1.78E-16,-5.34E-15
703000,293.12385,-18563.035,-18421.215,26.080669,32.091532,28.992808,-3.02E-15,1.78E-16,-5.34E-15
704000,296.6893,-18560.707,-18417.162,26.080669,32.091532,28.982808,-3.02E-15,1.78E-16,-5.34E-15
705000,295.25682,-18562.43,-18419.578,26.080669,32.091532,28.972808,-3.02E-15,1.78E-16,-5.34E-15
706000,290.64886,-18564.218,-18423.596,26.080669,32.091532,28.962808,-1.60E-15,-5.51E-15,-2.77E-14
707000,300.37782,-18563.723,-18418.394,26.080669,32.091532,28.952808,-0.000114681,-0.000330968,-0.001745361
708000,293.04751,-18561.722,-18419.94,26.080669,32.091532,28.942808,-1.78E-16,1.44E-14,-5.34E-15
709000,303.95895,-18561.214,-18414.153,26.080669,32.091532,28.932808,-3.02E-15,1.78E-16,-5.34E-15
710000,304.03169,-18567.323,-18420.226,26.080669,32.091532,28.922808,-3.02E-15,1.78E-16,-5.34E-15
711000,305.5569,-18563.28,-18415.446,26.080669,32.091532,28.912808,-3.02E-15,1.78E-16,-5.34E-15
712000,297.72216,-18561.836,-18417.792,26.080669,32.091532,28.902808,-4.97E-05,-0.000406054,-0.001650879
713000,306.43062,-18564.217,-18415.959,26.080669,32.091532,28.892808,-1.63E-05,-0.000284752,-0.001612418
714000,296.84604,-18561.029,-18417.408,26.080669,32.091532,28.882808,-3.02E-15,1.78E-16,-5.34E-15
715000,295.18503,-18563.873,-18421.057,26.080669,32.091532,28.872808,-1.78E-16,1.44E-14,-5.34E-15
716000,297.22474,-18562.143,-18418.34,26.080669,32.091532,28.862808,-0.000149797,-0.000295378,-0.001703805
717000,299.04277,-18563.028,-18418.345,26.080669,32.091532,28.852808,-0.000269374,-0.001302144,-0.007028176
718000,299.49882,-18561.867,-18416.963,26.080669,32.091532,28.842808,-0.000683863,-0.002533259,-0.017173756
719000,298.84131,-18560.86,-18416.274,26.080669,32.091532,28.832808,-8.00E-05,-0.000383022,-0.001968426
720000,295.53666,-18563.588,-18420.601,26.080669,32.091532,28.822808,8.16E-05,-0.001334381,-0.015174187
721000,301.76593,-18560.078,-18414.078,26.080669,32.091532,28.812808,-8.34E-05,-0.00026783,-0.001650241
722000,296.78854,-18565.138,-18421.545,26.080669,32.091532,28.802808,-0.000216335,-0.0007005,-0.003432656
723000,290.71264,-18564.03,-18423.378,26.080669,32.091532,28.792808,-0.000230223,-0.000810885,-0.004613761
724000,299.67427,-18559.313,-18414.324,26.080669,32.091532,28.782808,-0.000161484,-0.000294926,-0.001540127
725000,297.06687,-18559.685,-18415.958,26.080669,32.091532,28.772808,-0.000724925,-0.002607558,-0.013790181
726000,294.61439,-18563.934,-18421.393,26.080669,32.091532,28.762808,-0.000648789,-0.003477282,-0.024838161
727000,303.18714,-18559.278,-18412.59,26.080669,32.091532,28.752808,-5.68E-05,-0.000241119,-0.001483756
728000,302.41909,-18565.818,-18419.501,26.080669,32.091532,28.742808,0.000652757,-0.001391883,-0.029257076
729000,299.86481,-18566.887,-18421.806,26.080669,32.091532,28.732808,-0.000747942,-0.002114808,-0.010457712
730000,301.43249,-18563.903,-18418.064,26.080669,32.091532,28.722808,-0.002139559,-0.004773312,-0.031779077
731000,299.98695,-18563.132,-18417.992,26.080669,32.091532,28.712808,0.000382125,-0.001710201,-0.015089625
732000,295.96837,-18562.242,-18419.046,26.080669,32.091532,28.702808,-0.001408502,-0.008133346,-0.038415396
733000,298.73631,-18565.03,-18420.495,26.080669,32.091532,28.692808,-0.002287899,-0.005037396,-0.031177222
734000,299.43056,-18560.758,-18415.887,26.080669,32.091532,28.682808,-0.001399668,-0.003812882,-0.023410566
735000,295.06808,-18563.551,-18420.791,26.080669,32.091532,28.672808,0.00028811,-0.004757105,-0.038947686
736000,299.60379,-18561.527,-18416.573,26.080669,32.091532,28.662808,-0.000200347,-0.002050077,-0.009532387
737000,293.77829,-18568.663,-18426.527,26.080669,32.091532,28.652808,-0.001667435,-0.012852565,-0.10146444
738000,298.32717,-18563.224,-18418.887,26.080669,32.091532,28.642808,-0.001111869,-0.0030441,-0.01584254
739000,302.75465,-18561.835,-18415.356,26.080669,32.091532,28.632808,-0.001645418,-0.005326925,-0.035627249
740000,302.89947,-18565.522,-18418.973,26.080669,32.091532,28.622808,-0.000875754,-0.010094145,-0.076134091
741000,295.36994,-18561.022,-18418.116,26.080669,32.091532,28.612808,-0.000901961,-0.006978556,-0.041524406
742000,296.15435,-18565.048,-18421.762,26.080669,32.091532,28.602808,0.001953413,-0.009883699,-0.10013156
743000,303.36094,-18564.477,-18417.705,26.080669,32.091532,28.592808,-0.001654015,-0.003338968,-0.087744324
744000,306.43904,-18565.364,-18417.102,26.080669,32.091532,28.582808,-0.002048142,-0.009685744,-0.1337579
745000,296.08951,-18562.307,-18419.053,26.080669,32.091532,28.572808,-0.00049286,-0.009217727,-0.07975245
746000,301.30676,-18564.136,-18418.357,26.080669,32.091532,28.562808,-0.000926894,-0.011175975,-0.12324523
747000,296.47875,-18564.346,-18420.903,26.080669,32.091532,28.552808,-0.000139932,-0.016392324,-0.18802232
748000,301.73554,-18563.354,-18417.368,26.080669,32.091532,28.542808,-0.006589611,-0.014573258,-0.24031453
749000,297.33004,-18564.266,-18420.411,26.080669,32.091532,28.532808,-0.001776396,-0.007684503,-0.050409391
750000,308.46633,-18560.891,-18411.648,26.080669,32.091532,28.522808,0.003540615,-0.011361606,-0.20654461
751000,292.7372,-18560.873,-18419.24,26.080669,32.091532,28.512808,-0.002580959,-0.012588183,-0.10237599
752000,306.50485,-18565.199,-18416.906,26.080669,32.091532,28.502808,-0.008020523,-0.023382051,-0.36699302
753000,298.44362,-18567.595,-18423.202,26.080669,32.091532,28.492808,-0.000905176,-0.003564178,-0.21242906
754000,295.75184,-18563.139,-18420.049,26.080669,32.091532,28.482808,-0.005767143,-0.020830347,-0.23897577
755000,291.66741,-18562.731,-18421.616,26.080669,32.091532,28.472808,0.001315431,-0.018791921,-0.16912531
756000,295.67306,-18561.231,-18418.178,26.080669,32.091532,28.462808,0.001376068,-0.012918394,-0.28660767
757000,303.38154,-18565.356,-18418.574,26.080669,32.091532,28.452808,0.004637374,-0.014088574,-0.22984115
758000,299.57563,-18560.709,-18415.768,26.080669,32.091532,28.442808,0.002417084,-0.008103582,-0.22351499
759000,297.12787,-18563.323,-18419.566,26.080669,32.091532,28.432808,-0.003780431,-0.011989086,-0.36323748
760000,298.14485,-18564.43,-18420.181,26.080669,32.091532,28.422808,0.003625625,-0.008831063,-0.25045675
761000,299.37742,-18562.348,-18417.503,26.080669,32.091532,28.412808,-0.001199084,-0.009604783,-0.27010547
762000,297.02733,-18562.321,-18418.613,26.080669,32.091532,28.402808,0.002308642,-0.014922939,-0.40376
763000,297.50863,-18561.4,-18417.46,26.080669,32.091532,28.392808,0.005684716,-0.005372458,-0.2841276
764000,296.56482,-18564.413,-18420.929,26.080669,32.091532,28.382808,0.005891221,-0.009070196,-0.45840266
765000,294.11065,-18563.862,-18421.565,26.080669,32.091532,28.372808,-0.006646517,-0.017609686,-0.41882308
766000,296.66906,-18561.344,-18417.809,26.080669,32.091532,28.362808,0.005560755,0.00319551,-0.51088039
767000,294.9846,-18564.389,-18421.67,26.080669,32.091532,28.352808,-0.005807394,-0.015984304,-0.37710886
768000,299.12182,-18564.162,-18419.441,26.080669,32.091532,28.342808,-0.013099351,0.003946801,-0.53688932
769000,294.63435,-18562.716,-18420.166,26.080669,32.091532,28.332808,-0.007527159,-0.021258389,-0.37335216
770000,301.71368,-18561.85,-18415.874,26.080669,32.091532,28.322808,0.000819898,-0.011769461,-0.43870972
771000,302.97965,-18562.429,-18415.841,26.080669,32.091532,28.312808,0.004804266,-0.006377399,-0.42128898
772000,291.5507,-18564.698,-18423.64,26.080669,32.091532,28.302808,0.00540777,0.003597678,-0.69556193
773000,293.78033,-18562.544,-18420.407,26.080669,32.091532,28.292808,0.006257804,-0.00572357,-0.65621103
774000,298.93497,-18561.377,-18416.746,26.080669,32.091532,28.282808,-0.010561489,-0.012273998,-0.57480397
775000,296.37957,-18562.128,-18418.734,26.080669,32.091532,28.272808,0.005733173,-0.012560491,-0.48939997
776000,302.18522,-18563.074,-18416.87,26.080669,32.091532,28.262808,0.004190979,0.001370577,-0.8194838
777000,298.50262,-18563.264,-18418.842,26.080669,32.091532,28.252808,-0.010193797,-0.018949057,-0.5181468
778000,293.74096,-18565.56,-18423.442,26.080669,32.091532,28.242808,-0.010393869,0.012999254,-0.81634617
779000,295.91937,-18560.774,-18417.602,26.080669,32.091532,28.232808,0.000290197,-0.003938154,-0.65519937
780000,291.45669,-18563.365,-18422.352,26.080669,32.091532,28.222808,-0.010910953,0.002802499,-0.75216207
781000,302.40162,-18563.986,-18417.678,26.080669,32.091532,28.212808,-0.010966021,0.023385668,-1.0135913
782000,300.6197,-18563.766,-18418.32,26.080669,32.091532,28.202808,-0.022663941,0.0057157,-0.86102931
783000,299.53215,-18561.8,-18416.88,26.080669,32.091532,28.192808,0.004714652,0.00799843,-0.69578602
784000,300.17991,-18564.592,-18419.359,26.080669,32.091532,28.182808,-0.010411934,0.005271459,-1.1187927
785000,299.60871,-18561.332,-18416.375,26.080669,32.091532,28.172808,0.007297762,0.001967062,-0.87543781
786000,298.22973,-18562.166,-18417.876,26.080669,32.091532,28.162808,-0.019017353,0.013855041,-1.1582085
787000,298.70977,-18563.305,-18418.783,26.080669,32.091532,28.152808,0.009675834,0.003075304,-0.89146819
788000,302.59414,-18561.785,-18415.384,26.080669,32.091532,28.142808,-0.007644954,0.012044554,-1.0296509
789000,295.88524,-18563.483,-18420.328,26.080669,32.091532,28.132808,-0.006451174,0.017206838,-0.96747449
790000,296.53616,-18563.849,-18420.378,26.080669,32.091532,28.122808,-0.041578029,-0.001594619,-0.92093028
791000,306.75486,-18562.669,-18414.254,26.080669,32.091532,28.112808,0.012285289,0.027762106,-1.1938592
792000,297.57063,-18564.579,-18420.608,26.080669,32.091532,28.102808,-0.020963859,0.007430589,-1.2777204
793000,301.0413,-18560.752,-18415.102,26.080669,32.091532,28.092808,0.001453613,0.013803299,-0.99655335
794000,298.11869,-18564.129,-18419.893,26.080669,32.091532,28.082808,-0.009845385,0.013950164,-1.7031355
795000,300.95827,-18563.39,-18417.78,26.080669,32.091532,28.072808,-0.019105781,0.034723217,-0.9818844
796000,301.19471,-18565.049,-18419.325,26.080669,32.091532,28.062808,-0.019149801,0.020834987,-1.0757102
797000,297.30639,-18560.753,-18416.91,26.080669,32.091532,28.052808,0.020096485,0.013000739,-1.3925678
798000,293.09695,-18563.726,-18421.919,26.080669,32.091532,28.042808,0.010136874,0.015212049,-1.5698717
799000,297.79765,-18562.386,-18418.305,26.080669,32.091532,28.032808,-0.014792164,-0.002963948,-1.2574741
800000,295.2417,-18562.335,-18419.491,26.080669,32.091532,28.022808,-0.02280699,0.035902163,-1.5523159
801000,294.34188,-18563.413,-18421.004,26.080669,32.091532,28.012808,0.006039224,0.016721819,-1.3590811
802000,296.97891,-18565.064,-18421.379,26.080669,32.091532,28.002808,-0.008517297,0.017806982,-1.5438522
803000,299.313,-18563.432,-18418.619,26.080669,32.091532,27.992808,-0.021779058,0.022043592,-1.2871164
804000,295.51963,-18564.153,-18421.175,26.080669,32.091532,27.982808,-0.021847153,0.02861784,-1.7432199
805000,304.68701,-18561.82,-18414.406,26.080669,32.091532,27.972808,0.007144328,0.026598877,-1.4962245
806000,292.47064,-18563.805,-18422.301,26.080669,32.091532,27.962808,-0.010256042,0.027103701,-1.5392636
807000,295.15952,-18560.35,-18417.546,26.080669,32.091532,27.952808,0.015289422,0.02973106,-1.84544
808000,301.21439,-18561.19,-18415.456,26.080669,32.091532,27.942808,-0.01422356,0.029263584,-2.0707791
809000,294.94545,-18563.304,-18420.603,26.080669,32.091532,27.932808,0.008822059,-0.013739779,-1.6796848
810000,297.74352,-18563.576,-18419.522,26.080669,32.091532,27.922808,0.00609324,0.0170561,-1.9947325
811000,297.47659,-18563.901,-18419.976,26.080669,32.091532,27.912808,0.005551239,0.03812549,-2.115535
812000,295.8454,-18558.001,-18414.865,26.080669,32.091532,27.902808,0.023370353,0.000418194,-1.6383958
813000,300.01291,-18565.167,-18420.015,26.080669,32.091532,27.892808,0.000768461,0.0315386,-2.0391208
814000,301.55822,-18565.135,-18419.235,26.080669,32.091532,27.882808,-0.017197447,0.01610303,-2.503521
815000,297.97051,-18568.604,-18424.439,26.080669,32.091532,27.872808,0.01417287,0.01623226,-2.1246151
816000,296.96905,-18561.546,-18417.867,26.080669,32.091532,27.862808,0.005430639,0.047827388,-1.8537145
817000,301.10479,-18565.593,-18419.912,26.080669,32.091532,27.852808,-0.014396736,0.016338403,-2.5457059
818000,293.35238,-18560.886,-18418.956,26.080669,32.091532,27.842808,0.045019954,-0.005976432,-2.1644407
819000,295.70601,-18564.051,-18420.983,26.080669,32.091532,27.832808,0.049978498,0.018272327,-2.3457255
820000,300.1364,-18559.536,-18414.323,26.080669,32.091532,27.822808,-0.000920072,0.018480105,-2.3854796
821000,290.30621,-18567.802,-18427.346,26.080669,32.091532,27.812808,0.040900941,0.035411541,-2.8947153
822000,302.00341,-18563.492,-18417.377,26.080669,32.091532,27.802808,0.023954819,0.020873548,-2.3705142
823000,293.95772,-18561.695,-18419.473,26.080669,32.091532,27.792808,0.003519064,0.044382719,-2.4223584
824000,291.00428,-18562.563,-18421.77,26.080669,32.091532,27.782808,0.041398044,-0.016186538,-3.3614525
825000,299.55929,-18560.848,-18415.915,26.080669,32.091532,27.772808,-0.073432006,0.028949895,-3.0429982
826000,293.98015,-18566.95,-18424.716,26.080669,32.091532,27.762808,0.078493885,0.001246976,-2.5875519
827000,298.89972,-18563.14,-18418.526,26.080669,32.091532,27.752808,-0.012783224,0.015078381,-2.9779832
828000,292.35224,-18565.556,-18424.11,26.080669,32.091532,27.742808,0.026149598,0.046244996,-3.5042483
829000,295.66007,-18563.925,-18420.879,26.080669,32.091532,27.732808,0.081044651,0.003139241,-3.3677003
830000,289.34457,-18563.088,-18423.097,26.080669,32.091532,27.722808,-0.030977904,0.028657001,-3.208332
831000,297.3914,-18563.439,-18419.554,26.080669,32.091532,27.712808,0.061610677,-0.016909463,-3.6967455
832000,298.31973,-18565.457,-18421.123,26.080669,32.091532,27.702808,0.017764734,-0.009188887,-3.5219999
833000,299.45741,-18560.595,-18415.711,26.080669,32.091532,27.692808,0.025309099,0.049013713,-3.5002267
834000,296.91204,-18561.637,-18417.985,26.080669,32.091532,27.682808,-0.038980669,-0.026503892,-4.1712805
835000,300.59404,-18563.354,-18417.92,26.080669,32.091532,27.672808,0.067974731,0.000347309,-4.7563513
836000,291.14171,-18565.467,-18424.606,26.080669,32.091532,27.662808,-0.00564659,0.008027434,-3.50175
837000,292.30422,-18562.108,-18420.685,26.080669,32.091532,27.652808,0.059975365,-0.013774022,-4.3359883
838000,295.32163,-18564.614,-18421.731,26.080669,32.091532,27.642808,-0.043194847,0.010317194,-4.6475018
839000,296.25562,-18561.123,-18417.789,26.080669,32.091532,27.632808,0.00491312,0.014157338,-4.3468278
840000,296.38377,-18567.407,-18424.011,26.080669,32.091532,27.622808,0.040271696,0.039008333,-5.6671919
841000,299.59479,-18562.236,-18417.286,26.080669,32.091532,27.612808,-0.12367383,-0.049576912,-9.178902
842000,303.82071,-18565.563,-18418.569,26.080669,32.091532,27.602808,-0.21409092,1.5847128,-12.237642
843000,297.49791,-18565.085,-18421.149,26.080669,32.091532,27.592808,-1.3133905,0.82816347,-9.5222485
844000,308.10888,-18566.056,-18416.987,26.080669,32.091532,27.582808,-0.77533895,1.6644709,-12.712361
845000,297.28624,-18570.312,-18426.479,26.080669,32.091532,27.572808,-1.6073529,2.0239298,-6.4633389
846000,288.91144,-18565.439,-18425.657,26.080669,32.091532,27.562808,-0.38699015,0.58129222,-7.588569
847000,302.79849,-18564.584,-18418.083,26.080669,32.091532,27.552808,-1.7704899,0.7646079,-8.2081106
848000,297.42422,-18567.474,-18423.574,26.080669,32.091532,27.542808,-1.1381828,1.0547364,-9.5334074
849000,302.61906,-18567.379,-18420.966,26.080669,32.091532,27.532808,-0.89893485,1.5896295,-10.950408
850000,301.53905,-18567.056,-18421.165,26.080669,32.091532,27.522808,-1.1279888,1.2946171,-9.4208355
851000,291.94456,-18568.947,-18427.699,26.080669,32.091532,27.512808,-0.79925112,0.73057806,-11.686851
852000,298.71993,-18568.142,-18423.615,26.080669,32.091532,27.502808,-1.1968951,0.87717842,-11.436738
853000,303.81014,-18566.489,-18419.499,26.080669,32.091532,27.492808,-0.54587205,0.47204688,-10.401617
854000,300.79619,-18564.751,-18419.219,26.080669,32.091532,27.482808,-1.5185367,1.2765659,-8.0369729
855000,292.11824,-18572.061,-18430.728,26.080669,32.091532,27.472808,-1.6264666,1.011222,-10.479502
856000,294.87547,-18563.228,-18420.562,26.080669,97.052,27.462808,-1.1041427,1.1189134,-10.559374
857000,296.4545,-18567.596,-18424.165,26.080669,97.052,27.452808,-1.0383558,1.1760945,-9.9199649
858000,295.88235,-18565.687,-18422.533,26.080669,97.052,27.442808,-1.3620323,1.5805211,-8.59099
