Step,Temp,PotEng,TotEng,v_tipxx,v_tipxy,v_tipxz,v_tipfx,v_tipfy,v_tipfz
1108000,301.09826,-18582.27,-18436.592,-8802.0061,15622.604,25.182508,-0.84216444,2.9802747,3.4507159
1109000,301.33798,-18578.549,-18432.755,-8853.936,15752.525,25.182508,-3.1649016,1.181557,1.1306892
1110000,302.15783,-18583.675,-18437.484,-8905.8659,15882.446,25.182508,-2.0963473,2.1611337,3.9286239
1111000,308.18407,-18581.278,-18432.172,-9009.7258,16012.367,25.182508,-1.3047899,1.3822622,2.3021256
1112000,295.60518,-18581.544,-18438.524,-9061.6557,16142.288,25.182508,-3.1693592,1.2370495,3.6491083
1113000,298.52448,-18581.255,-18436.823,-9165.5155,16272.209,25.182508,-1.53045,2.5884954,6.2139501
1114000,292.93853,-18583.771,-18442.041,-9217.4454,16402.129,25.182508,-0.16293868,3.4261408,-2.2373301
1115000,296.70521,-18578.359,-18434.807,-9321.3053,16532.05,25.182508,0.54999413,3.3259907,1.8713948
1116000,295.06157,-18585.217,-18442.46,-9373.2352,16726.932,25.182508,-2.3990687,2.4216997,2.397258
1117000,299.37568,-18580.752,-18435.908,-9477.0951,16856.853,25.182508,-0.91122361,1.7545629,-2.4471469
1118000,297.51987,-18578.551,-18434.605,-9529.025,16986.774,25.182508,-1.8516908,1.4483229,0.60100085
1119000,296.65783,-18582.196,-18438.667,-9632.8848,17116.695,25.182508,-0.57441897,3.4560561,-1.8042486
1120000,297.47436,-18580.088,-18436.164,-9684.8147,17246.616,25.182508,-0.98761678,1.2326386,-0.05740061
1121000,299.58277,-18581.427,-18436.483,-9788.6746,17376.536,25.182508,-0.4648826,3.8395089,-1.0641685
1122000,296.91278,-18580.465,-18436.813,-9840.6045,17506.457,25.182508,-1.6503035,4.2031832,0.39578549
1123000,293.88033,-18579.579,-18437.393,-9944.4644,17636.378,25.182508,-3.0141223,1.3296226,5.1556113
1124000,301.62571,-18580.972,-18435.039,-9996.3943,17831.26,25.182508,-3.9857663,1.064778,-2.2886463
1125000,294.82416,-18582.607,-18439.965,-10100.254,17961.181,25.182508,-1.4427552,2.3009043,1.3752741
1126000,297.54091,-18578.012,-18434.055,-10152.184,18091.102,25.182508,-0.28873801,3.5953535,1.307917
1127000,296.42507,-18579.794,-18436.378,-10256.044,18221.023,25.182508,-2.1500563,1.7547722,0.53013222
1128000,300.14918,-18585.157,-18439.938,-10307.974,18350.944,25.182508,-1.8775633,2.3932401,-0.078475313
1129000,292.26077,-18578.986,-18437.585,-10411.834,18480.864,25.182508,-1.423216,1.5780361,0.57435045
1130000,294.43599,-18582.565,-18440.111,-10515.693,18675.746,25.182508,-1.1515065,0.79804525,-3.1262126
1131000,299.14346,-18579.555,-18434.824,-10567.623,18805.667,25.182508,-3.4246152,0.82125631,3.8300246
1132000,300.57137,-18582.033,-18436.611,-10671.483,18935.588,25.182508,-0.22009697,1.4122412,4.4786702
1133000,302.63232,-18583.234,-18436.814,-10723.413,19065.509,25.182508,-0.72125667,1.5679853,-1.7620383
1134000,299.88591,-18583.636,-18438.545,-10827.273,19195.43,25.182508,-1.605569,2.0402142,-1.7393328
1135000,299.3029,-18584.386,-18439.577,-10879.203,19390.311,25.182508,-0.052860157,1.6675148,1.6988207
1136000,299.04828,-18582.616,-18437.93,-10983.063,19520.232,25.182508,-1.6875079,1.8394434,0.23129112
1137000,292.58288,-18583.691,-18442.134,-11086.923,19650.153,25.182508,-2.1747403,1.9970488,0.67140856
1138000,301.39179,-18579.616,-18433.797,-11138.853,19780.074,25.182508,-0.70319625,0.51813557,2.2624896
1139000,291.50075,-18581.184,-18440.15,-11242.712,19974.955,25.182508,-0.87666717,1.6993338,-3.9104864
1140000,296.14271,-18581.582,-18438.302,-11346.572,20104.876,25.182508,-2.6376752,1.2799693,0.39950634
1141000,294.62693,-18580.701,-18438.155,-11398.502,20234.797,25.182508,-1.2413575,1.9674327,2.5859937
1142000,301.00574,-18578.746,-18433.113,-11502.362,20429.678,25.182508,-1.7830781,2.1835495,3.0296455
1143000,298.87957,-18580.486,-18435.882,-11554.292,20559.599,25.182508,-1.8703826,2.6743307,-2.3630441
1144000,296.98279,-18581.812,-18438.126,-11658.152,20689.52,25.182508,-1.0749375,4.1806882,-5.1526463
1145000,298.12534,-18579.864,-18435.625,-11762.012,20884.402,25.182508,-0.69028244,3.0574389,-0.52432856
1146000,290.64435,-18581.565,-18440.945,-11813.942,21014.323,25.182508,-1.5281782,2.6897318,1.6610541
1147000,299.9332,-18579.923,-18434.809,-11917.801,21144.244,25.182508,-1.28777,1.862613,0.60472093
1148000,303.90655,-18581.055,-18434.019,-12021.661,21339.125,25.182508,-1.1954098,2.7033664,1.0326772
1149000,298.82084,-18578.687,-18434.112,-12073.591,21469.046,25.182508,-1.1927002,0.91514472,-2.1832679
1150000,302.65582,-18582.018,-18435.587,-12177.451,21598.967,25.182508,-1.6056937,3.0552399,-3.0648473
1151000,289.02949,-18577.758,-18437.92,-12281.311,21728.888,25.192508,0.5637631,0.77573065,-0.021142455
1152000,299.7997,-18580.182,-18435.132,-12333.241,21923.769,25.202508,-0.92582396,1.6644296,2.5685714
1153000,290.80376,-18579.298,-18438.601,-12437.101,22053.69,25.212508,-0.50112971,1.8163551,1.275857
1154000,305.47678,-18581.601,-18433.805,-12540.96,22248.572,25.222508,-2.5744941,2.2784777,-0.12146887
1155000,299.75744,-18581.636,-18436.607,-12644.82,22378.493,25.232508,-2.2110818,1.307463,1.1893972
1156000,302.12546,-18581.919,-18435.744,-12696.75,22508.413,25.242508,-3.1231382,1.5201516,0.91324439
1157000,297.75084,-18587.726,-18443.668,-12800.61,22703.295,25.252508,0.82786194,1.9641159,-4.8505027
1158000,305.44711,-18578.828,-18431.047,-12904.47,22833.216,25.262508,-0.35153478,1.5475965,2.8148121
1159000,292.828,-18581.645,-18439.969,-12956.4,23028.097,25.272508,-2.650888,2.3134583,-2.5371233
1160000,299.13015,-18578.43,-18433.705,-13060.26,23158.018,25.282508,0.013207682,2.4703053,-7.9668715
1161000,295.24424,-18583.458,-18440.613,-13164.12,23352.9,25.292508,-1.397535,2.4093201,-1.9698432
1162000,300.47182,-18580.764,-18435.39,-13267.979,23482.82,25.302508,-1.6133704,2.1835852,-0.53872164
1163000,298.40846,-18577.885,-18433.509,-13319.909,23612.741,25.312508,-2.0531781,1.7559886,1.8312045
1164000,303.43773,-18579.791,-18432.981,-13423.769,23807.623,25.322508,-2.1041341,0.58773237,-2.8766912
1165000,293.62516,-18581.562,-18439.5,-13527.629,23937.544,25.332508,-1.7008809,2.1771543,-7.1852627
1166000,302.95634,-18580.828,-18434.252,-13631.489,24132.425,25.342508,-0.9081093,2.1662776,0.15070349
1167000,304.13985,-18581.899,-18434.75,-13735.349,24262.346,25.352508,-1.8680581,1.8623541,5.654857
1168000,293.80983,-18580.144,-18437.992,-13787.279,24457.227,25.362508,-1.3823832,0.9204443,-4.8783481
1169000,299.5629,-18583.207,-18438.272,-13891.138,24652.109,25.372508,-2.3168211,1.7399222,-2.1673262
1170000,298.70147,-18581.713,-18437.195,-13994.998,24782.03,25.382508,-0.065262266,2.1296079,-3.5015919
1171000,298.65182,-18576.165,-18431.671,-14098.858,24976.911,25.392508,-1.3035772,3.0872021,0.40787427
1172000,301.85471,-18580.967,-18434.923,-14202.718,25106.832,25.402508,-1.0067267,3.6224705,-4.0107519
1173000,295.45163,-18581.337,-18438.391,-14306.578,25301.714,25.412508,-1.6977944,3.050669,-5.5471239
1174000,298.76143,-18580.276,-18435.729,-14358.508,25431.635,25.422508,-1.4087296,2.0343775,-5.8139535
1175000,304.01513,-18581.237,-18434.148,-14462.368,25626.516,25.432508,-1.0306075,2.6346027,-1.1380767
1176000,296.44333,-18580.465,-18437.04,-14566.227,25821.397,25.442508,-3.4720366,0.52743222,-3.6139382
1177000,303.85537,-18582.039,-18435.028,-14670.087,25951.318,25.452508,-0.76863463,2.4878381,0.37284806
1178000,300.65715,-18580.081,-18434.617,-14773.947,26146.2,25.462508,-2.0341305,2.2236636,-1.585513
1179000,300.39949,-18579.729,-18434.39,-14877.807,26276.121,25.472508,-1.1421453,1.7082597,-3.0147471
1180000,298.66647,-18583.222,-18438.721,-14981.667,26471.002,25.482508,-2.4670518,2.2127839,-3.2621249
1181000,295.7368,-18584.071,-18440.988,-15033.597,26665.883,25.492508,-0.36985543,1.512098,-2.3381032
1182000,297.09236,-18581.626,-18437.887,-15137.457,26795.804,25.502508,-2.0692742,1.7689532,-3.4062128
1183000,299.80587,-18577.558,-18432.505,-15241.316,26990.686,25.512508,-0.92015027,2.7150485,-2.8137514
1184000,299.97555,-18582.832,-18437.697,-15345.176,27185.567,25.522508,-1.7854899,1.5872352,-2.0163839
1185000,300.66459,-18579.473,-18434.005,-15449.036,27315.488,25.532508,-3.249299,1.2088733,-2.5487047
1186000,303.33995,-18584.327,-18437.565,-15552.896,27510.369,25.542508,-0.22720057,2.0716761,-1.6494213
1187000,299.15149,-18581.068,-18436.333,-15656.756,27705.251,25.552508,-0.72633138,4.3430458,-2.761909
1188000,295.07509,-18580.648,-18437.885,-15760.616,27835.172,25.562508,-2.3487603,1.3197262,-2.4374501
1189000,303.34715,-18579.549,-18432.783,-15864.475,28030.053,25.572508,-1.4448292,3.8024486,-4.9799535
1190000,298.6568,-18576.724,-18432.228,-15968.335,28224.935,25.582508,-1.3544169,4.4485348,-1.0180022
1191000,297.57713,-18578.967,-18434.993,-16072.195,28419.816,25.592508,-0.24954811,2.2763911,-7.9491612
1192000,294.08238,-18578.44,-18436.157,-16176.055,28549.737,25.602508,-1.2997079,3.5538234,-4.0808811
1193000,291.98799,-18580.206,-18438.937,-16279.915,28744.618,25.612508,-1.7067365,1.9455931,-3.0639743
1194000,297.56363,-18580.25,-18436.282,-16383.775,28939.5,25.622508,-1.3560226,3.2142269,-5.8985413
1195000,289.31468,-18584.224,-18444.248,-16487.635,29134.381,25.632508,-1.101228,3.4516145,-3.6939483
1196000,303.54614,-18578.6,-18431.738,-16539.564,29264.302,25.642508,-1.120958,2.9355132,-5.4398584
1197000,300.8569,-18577.214,-18431.653,-16643.424,29459.184,25.652508,-1.5923205,1.8076108,-1.9912483
1198000,300.61391,-18583.25,-18437.807,-16747.284,29654.065,25.662508,-1.6367989,3.6651325,-6.0587337
1199000,294.86434,-18579.569,-18436.908,-16851.144,29848.946,25.672508,-0.94035339,2.542165,-5.9078701
1200000,295.84753,-18581.393,-18438.256,-17006.934,30043.828,25.682508,-2.0516211,3.649198,-3.6090859
1201000,299.09768,-18575.231,-18430.521,-17110.794,30238.709,25.692508,-1.7644804,2.4624496,-5.1896871
1202000,299.44213,-18580.197,-18435.321,-17214.653,30368.63,25.702508,-1.5415923,3.1062384,-4.8584442
1203000,298.20756,-18576.227,-18431.948,-17318.513,30563.511,25.712508,-2.9922085,1.9538826,-3.7582987
1204000,292.54538,-18579.38,-18437.84,-17422.373,30758.393,25.722508,-1.5454187,1.8501958,-5.9893809
1205000,304.84528,-18580.746,-18433.255,-17526.233,30953.274,25.732508,-0.23350305,2.8431226,-3.6751015
1206000,293.9659,-18581.766,-18439.539,-17630.093,31148.156,25.742508,-2.0197445,2.4336482,-5.044344
1207000,292.70228,-18580.848,-18439.233,-17733.953,31343.037,25.752508,-0.47891932,3.8996632,-6.6878193
1208000,294.00197,-18578.72,-18436.476,-17837.813,31537.919,25.762508,-1.3480695,2.1847365,-8.8154467
1209000,291.57611,-18579.894,-18438.823,-17941.672,31732.8,25.772508,-0.72805279,3.6009152,-8.0251761
1210000,299.94447,-18579.614,-18434.494,-18045.532,31862.721,25.782508,-0.85042543,2.1312885,-9.1758496
1211000,302.08691,-18581.314,-18435.158,-18149.392,32057.602,25.792508,-3.1723064,2.1127976,-4.9951426
1212000,302.68441,-18580.267,-18433.822,-18253.252,32252.484,25.802508,-0.9804725,2.6752153,-4.7542824
1213000,310.95592,-18583.67,-18433.223,-18357.112,32447.365,25.812508,-0.84851975,2.8856897,-7.957022
1214000,297.58275,-18576.76,-18432.783,-18460.972,32642.246,25.822508,-2.5188837,3.0399169,-6.1964256
1215000,292.37447,-18581.969,-18440.512,-18564.831,32837.128,25.832508,-3.4475016,1.6879514,-3.7406776
1216000,303.1987,-18577.822,-18431.128,-18720.621,33032.009,25.842508,-1.0964391,2.6880807,-7.9635357
1217000,293.22982,-18579.81,-18437.939,-18824.481,33226.891,25.852508,-2.1704143,3.3978378,-4.6904445
1218000,297.82387,-18580.481,-18436.388,-18928.341,-33097.747,25.862508,-0.8637425,3.0419136,-5.5956077
1219000,293.63743,-18578.523,-18436.455,-19032.201,-32902.866,25.872508,-1.1598108,0.86690402,-5.4928224
1220000,298.07815,-18578.032,-18433.815,-19136.061,-32707.984,25.882508,-2.3000471,3.2124077,-9.3786365
1221000,294.52726,-18578.063,-18435.565,-19239.92,-32513.103,25.892508,0.22488703,3.3936007,-6.7636677
1222000,300.80688,-18581.189,-18435.652,-19343.78,-32318.222,25.902508,-1.4649303,3.1524866,-10.854284
1223000,289.86622,-18577.172,-18436.929,-19499.57,-32123.34,25.912508,-1.9491872,4.1464058,-4.0587657
1224000,300.91362,-18579.013,-18433.425,-19603.43,-31928.459,25.922508,-1.6265656,1.0737397,-10.293259
1225000,296.29582,-18578.866,-18435.511,-19707.29,-31733.577,25.932508,-1.1271968,2.4109058,-8.8643868
1226000,302.5919,-18577.199,-18430.799,-19811.15,-31538.696,25.942508,-0.96905142,2.5674807,-7.3517158
1227000,292.34605,-18578.435,-18436.992,-19915.009,-31343.815,25.952508,-1.0084831,3.1664213,-7.3474544
1228000,296.92413,-18580.672,-18437.013,-20070.799,-31083.973,25.962508,-1.5798138,3.2885152,-9.7716198
1229000,298.63207,-18575.686,-18431.202,-20174.659,-30889.091,25.972508,-1.9574128,3.5830451,-6.6568313
1230000,299.41527,-18575.03,-18430.167,-20278.519,-30694.21,25.982508,-1.5805926,2.482755,-9.4964658
1231000,294.59534,-18578.092,-18435.561,-20382.379,-30499.328,25.992508,-0.80339479,3.9756175,-6.0449525
1232000,298.51947,-18580.001,-18435.571,-20486.239,-30304.447,26.002508,-1.8773293,1.6852235,-10.503081
1233000,298.90882,-18578.585,-18433.967,-20642.028,-30109.566,26.012508,-2.9145283,2.0029,-7.0998967
1234000,303.51968,-18576.975,-18430.126,-20745.888,-29914.684,26.022508,-0.76961269,3.9045171,-8.8131763
1235000,300.51663,-18580.065,-18434.669,-20849.748,-29719.803,26.032508,-0.30637042,2.3795254,-6.4697901
1236000,300.2674,-18577.611,-18432.336,-20953.608,-29459.961,26.042508,-1.8986926,3.127342,-8.3609026
1237000,292.86064,-18578.194,-18436.502,-21109.398,-29265.08,26.052508,-0.81412315,2.6800454,-9.3782656
1238000,299.44755,-18575.062,-18430.183,-21213.257,-29070.198,26.062508,-0.76753883,2.6406937,-11.071932
1239000,307.77857,-18577.524,-18428.614,-21317.117,-28875.317,26.072508,-2.4896813,1.7632071,-10.969348
1240000,303.1053,-18579.99,-18433.341,-21420.977,-28680.435,26.082508,-1.8850071,1.57756,-10.219168
1241000,293.78585,-18580.758,-18438.618,-21576.767,-28485.554,26.092508,-1.1364633,3.7192218,-8.1638516
1242000,296.57446,-18573.672,-18430.183,-21680.627,-28225.712,26.102508,-1.5770644,3.4150993,-9.0691062
1243000,295.78655,-18574.613,-18431.506,-21784.487,-28030.831,26.112508,-0.89003709,3.4339797,-11.397732
1244000,301.27794,-18576.713,-18430.949,-21888.346,-27835.949,26.122508,-0.56413442,0.69116494,-8.8896543
1245000,294.46754,-18575.585,-18433.116,-22044.136,-27641.068,26.132508,-1.0437906,1.4987186,-7.5767952
1246000,299.50711,-18574.589,-18429.681,-22147.996,-27381.226,26.142508,-2.6263184,1.2107702,-9.4469783
1247000,290.91517,-18574.402,-18433.651,-22251.856,-27186.345,26.152508,-1.4776746,0.90282432,-7.012977
1248000,302.69132,-18573.987,-18427.538,-22407.646,-26991.463,26.162508,-1.9268467,1.0258099,-10.086584
1249000,296.3635,-18575.675,-18432.288,-22511.505,-26796.582,26.172508,-0.51610184,3.0367808,-7.3010836
1250000,299.82632,-18576.706,-18431.644,-22615.365,-26536.74,26.182508,-1.2147866,2.4504127,-13.648636
1251000,298.26001,-18572.352,-18428.048,-22719.225,-26341.858,26.192508,-1.7698897,3.5978097,-10.801559
1252000,295.40125,-18575.802,-18432.881,-22875.015,-26146.977,26.202508,-0.83742721,2.6900872,-11.066477
1253000,295.15668,-18575.019,-18432.216,-22978.875,-25887.135,26.212508,-0.5195265,3.4170253,-12.605585
1254000,299.28484,-18575.014,-18430.214,-23082.735,-25692.254,26.222508,-1.2212581,1.9131532,-11.524107
1255000,295.43185,-18574.714,-18431.778,-23238.524,-25497.372,26.232508,-0.41402338,2.7955061,-11.697946
1256000,303.88079,-18580.457,-18433.434,-23342.384,-25237.531,26.242508,-1.3169125,1.9102736,-11.691899
1257000,300.61711,-18573.987,-18428.542,-23446.244,-25042.649,26.252508,-1.5540959,3.4722618,-9.576493
1258000,296.24148,-18576.394,-18433.066,-23602.034,-24847.768,26.262508,-1.1438012,2.9403836,-9.7491249
1259000,300.14488,-18574.269,-18429.053,-23705.894,-24587.926,26.272508,-0.95004016,0.23099482,-13.0702
1260000,297.05574,-18577.129,-18433.408,-23861.683,-24393.044,26.282508,-2.3722306,3.2565744,-7.7433612
1261000,301.36722,-18572.356,-18426.549,-23965.543,-24198.163,26.292508,-1.1602771,2.6718575,-10.025167
1262000,297.98442,-18576.777,-18432.606,-24069.403,-23938.321,26.302508,0.063070317,1.0830901,-9.9638209
1263000,295.25273,-18578.349,-18435.5,-24225.193,-23743.44,26.312508,-0.19064626,1.993556,-11.888508
1264000,302.02334,-18573.699,-18427.574,-24329.053,-23483.598,26.322508,-0.60254717,2.9033086,-10.771548
1265000,293.61914,-18576.237,-18434.178,-24432.913,-23288.716,26.332508,-1.068456,2.7644625,-14.276055
1266000,299.59435,-18575.306,-18430.356,-24588.702,-23093.835,26.342508,-0.47127369,1.1570216,-14.316682
1267000,303.70032,-18574,-18427.063,-24692.562,-22833.993,26.352508,-1.0479928,3.0074349,-13.076675
1268000,304.20415,-18573.244,-18426.064,-24848.352,-22639.112,26.362508,-0.82506488,1.3696952,-11.607887
1269000,301.83058,-18574.173,-18428.141,-24952.212,-22379.27,26.372508,-0.86534898,1.3762381,-14.403814
1270000,297.51001,-18576.399,-18432.458,-25056.072,-22184.389,26.382508,-0.10368323,2.9747597,-9.1435075
1271000,303.74602,-18572.594,-18425.635,-25211.861,-21924.547,26.392508,-0.14396988,2.1784545,-15.079215
1272000,294.403,-18573.584,-18431.145,-25315.721,-21729.665,26.402508,0.30770511,3.0085777,-14.631081
1273000,308.35017,-18574.416,-18425.23,-25471.511,-21469.823,26.412508,-0.6892479,2.0150431,-14.212056
1274000,302.41953,-18576.162,-18429.846,-25575.371,-21274.942,26.422508,-1.4178804,1.3762899,-15.028856
1275000,306.24689,-18575.993,-18427.824,-25679.231,-21015.1,26.432508,-0.82783539,0.89726809,-13.019565
1276000,299.14129,-18574.479,-18429.748,-25835.02,-20820.219,26.442508,-0.70773103,3.25978,-13.816076
1277000,299.22689,-18575.441,-18430.668,-25938.88,-20560.377,26.452508,-1.222476,3.5358184,-11.002375
1278000,290.76521,-18576.499,-18435.821,-26094.67,-20365.495,26.462508,-0.63694498,2.5248282,-10.739336
1279000,301.43171,-18573.27,-18427.432,-26198.53,-20105.654,26.472508,0.027759018,1.8441713,-10.699572
1280000,294.38185,-18578.036,-18435.608,-26354.32,-19910.772,26.482508,-1.4026945,1.5086932,-13.857657
1281000,303.54827,-18574.491,-18427.628,-26458.18,-19650.93,26.492508,-0.37752954,2.468177,-11.650396
1282000,288.70148,-18577.848,-18438.168,26562.271,-19456.049,26.502508,-2.3028158,2.1895131,-12.581347
1283000,298.86573,-18574.569,-18429.972,26458.411,-19196.207,26.512508,-1.027749,1.9874819,-11.608125
1284000,302.72208,-18571.474,-18425.011,26354.551,-19001.326,26.522508,-0.28756114,2.5769249,-12.452374
1285000,295.59109,-18571.892,-18428.879,26198.761,-18741.484,26.532508,-0.49503776,3.8348069,-10.080232
1286000,298.1771,-18575.018,-18430.754,26094.902,-18546.602,26.542508,-0.30341542,2.7038275,-13.851224
1287000,296.73863,-18574.66,-18431.091,25939.112,-18286.76,26.552508,-1.3812006,0.090047903,-13.09814
1288000,304.43762,-18571.084,-18423.791,25835.252,-18026.919,26.562508,-1.3362289,1.7972516,-10.346156
1289000,296.82769,-18571.909,-18428.297,25679.462,-17832.037,26.572508,-0.9839767,0.063979675,-11.107612
1290000,295.16062,-18574.544,-18431.74,25575.602,-17572.195,26.582508,-1.0142635,0.52822069,-14.315251
1291000,296.13614,-18573.513,-18430.236,25419.813,-17377.314,26.592508,-1.4928171,1.2468717,-12.509497
1292000,297.90578,-18571.862,-18427.729,25315.953,-17117.472,26.602508,-1.0813393,2.73587,-10.757956
1293000,298.44456,-18575.328,-18430.935,25160.163,-16857.63,26.612508,-1.0016958,2.7694663,-9.7667589
1294000,295.86141,-18569.741,-18426.597,25056.303,-16662.749,26.622508,-0.82560485,2.2475933,-10.577469
1295000,292.26521,-18576.365,-18434.961,24900.513,-16402.907,26.632508,-0.93421013,1.3157286,-13.990638
1296000,299.68464,-18572.749,-18427.756,24796.653,-16208.025,26.642508,-0.992003,0.31126741,-11.327428
1297000,291.67501,-18574.035,-18432.917,24640.864,-15948.184,26.652508,-0.31901833,0.87396573,-13.78718
1298000,299.24242,-18573.883,-18429.103,24537.004,-15688.342,26.662508,0.1038245,2.0065628,-12.943244
1299000,304.32295,-18570.623,-18423.385,24381.214,-15493.46,26.672508,-1.0670289,1.8769546,-11.899548
1300000,305.02705,-18576.407,-18428.828,24277.354,-15233.618,26.682508,-0.6169787,3.3328809,-12.165107
1301000,298.70772,-18571.295,-18426.774,24121.564,-14973.777,26.692508,-1.8108666,0.8032111,-11.199811
1302000,294.18929,-18572.848,-18430.513,24017.705,-14778.895,26.702508,-0.59769081,2.8174143,-14.499721
1303000,292.64752,-18571.864,-18430.275,23861.915,-14519.053,26.712508,-1.006654,1.1692493,-11.651073
1304000,297.15696,-18572.228,-18428.457,23758.055,-14259.211,26.722508,-0.040427346,2.4518172,-13.89586
1305000,295.67681,-18574.518,-18431.464,23602.265,-13999.37,26.732508,-0.40652378,2.6428786,-12.215661
1306000,299.68372,-18571.217,-18426.224,23446.475,-13804.488,26.742508,-0.078910046,0.73009785,-12.558263
1307000,291.8778,-18569.129,-18427.912,23342.616,-13544.646,26.752508,-0.66686931,1.2279147,-12.69501
1308000,291.63556,-18570.184,-18429.084,23186.826,-13284.804,26.762508,-0.20289597,1.941698,-10.541191
1309000,302.6127,-18569.56,-18423.149,23082.966,-13089.923,26.772508,-1.9436114,0.76133661,-8.849469
1310000,299.9694,-18572.308,-18427.177,22927.176,-12830.081,26.782508,-2.0089012,1.6689962,-8.8318992
1311000,299.91555,-18574.191,-18429.086,22823.316,-12570.239,26.792508,-0.50352891,3.0600903,-12.514647
1312000,299.60778,-18570.828,-18425.872,22667.527,-12310.397,26.802508,-0.99743952,2.7412409,-10.143714
1313000,299.02674,-18569.433,-18424.758,22563.667,-12115.516,26.812508,-0.63887031,1.852218,-13.040332
1314000,297.3338,-18569.778,-18425.922,22407.877,-11855.674,26.822508,-0.34588764,1.700869,-12.357445
1315000,298.68375,-18573.691,-18429.182,22252.087,-11595.832,26.832508,-0.89970231,1.116045,-10.237424
1316000,289.8034,-18567.923,-18427.71,22148.227,-11335.99,26.842508,-1.6510407,0.74170606,-11.275937
1317000,292.80854,-18574.438,-18432.771,21992.438,-11141.109,26.852508,-2.6024087,-0.32502364,-9.4683629
1318000,307.12865,-18572.206,-18423.611,21888.578,-10881.267,26.862508,-0.97497885,1.7846466,-9.0011709
1319000,301.77827,-18571.841,-18425.835,21732.788,-10621.425,26.872508,-1.6379536,1.0071694,-9.7425387
1320000,303.72747,-18572.381,-18425.431,21576.998,-10361.583,26.882508,0.87250168,1.6271371,-11.761973
1321000,298.51022,-18574.124,-18429.699,21473.138,-10101.741,26.892508,-0.87368632,1.8870461,-8.7841708
1322000,300.75105,-18569.709,-18424.199,21317.349,-9906.8601,26.902508,-1.7050175,2.1902538,-9.4417631
1323000,293.48013,-18572.882,-18430.89,21213.489,-9647.0182,26.912508,-2.3576526,1.7470818,-7.9224619
1324000,299.24297,-18571.442,-18426.662,21057.699,-9387.1763,26.922508,-1.6138356,0.5597935,-6.9368872
1325000,296.41243,-18569.594,-18426.184,20901.909,-9127.3345,26.932508,-1.6698905,1.4557028,-7.5013792
1326000,297.60195,-18572.086,-18428.1,20798.049,-8867.4926,26.942508,-0.76782719,3.5362941,-8.8411982
1327000,294.08848,-18570,-18427.713,20642.26,-8607.6507,26.952508,-0.47853387,2.0895882,-8.910223
1328000,296.68837,-18565.824,-18422.28,20486.47,-8412.7693,26.962508,-1.0516608,1.3380306,-10.387331
1329000,296.53101,-18571.293,-18427.825,20382.61,-8152.9274,26.972508,-1.137646,2.884937,-4.7919439
1330000,299.02827,-18568.692,-18424.016,20226.82,-7893.0856,26.982508,-2.348085,1.3986537,-10.479817
1331000,298.96447,-18570.058,-18425.413,20071.031,-7633.2437,26.992508,-1.3797023,2.2112562,-6.8934713
1332000,294.00239,-18571.913,-18429.669,19967.171,-7373.4018,27.002508,-1.9475172,1.8126353,-10.804774
1333000,292.63809,-18571.828,-18430.244,19811.381,-7113.5599,27.012508,-1.0910933,3.247656,-5.6525447
1334000,305.58334,-18570.809,-18422.962,19655.591,-6853.7181,27.022508,-0.52438093,1.4716127,-11.218188
1335000,296.18825,-18569.217,-18425.915,19551.731,-6593.8762,27.032508,0.39891804,2.7782941,-7.173512
1336000,299.45717,-18570.491,-18425.607,19395.942,-6334.0343,27.042508,-2.2164678,1.1782026,-9.2076367
1337000,294.38365,-18567.452,-18425.023,19240.152,-6074.1925,27.052508,-0.47030464,1.437137,-11.412773
1338000,294.31428,-18572.74,-18430.345,19084.362,-5879.3111,27.062508,-1.2075201,1.5007167,-5.9207349
1339000,295.53639,-18570.899,-18427.912,18980.502,-5619.4692,27.072508,-1.1083158,2.4252836,-5.3247529
1340000,299.43129,-18571.101,-18426.23,18824.712,-5359.6273,27.082508,-1.4958996,2.5408976,-9.554737
1341000,303.16177,-18571.4,-18424.724,18668.923,-5099.7854,27.092508,-0.85008266,3.8040375,-4.1779205
1342000,303.86353,-18569.731,-18422.715,18513.133,-4839.9436,27.102508,-0.68987012,2.9404601,-6.2321848
1343000,298.47274,-18566.63,-18422.222,18409.273,-4580.1017,27.112508,-1.7300853,1.5974609,-6.8896421
1344000,305.23004,-18570.089,-18422.413,18253.483,-4320.2598,27.122508,-3.6770852,2.8073995,-5.2716127
1345000,295.74391,-18566.628,-18423.541,18097.694,-4060.418,27.132508,-1.8428925,2.0931811,-4.3166619
1346000,298.54127,-18570.574,-18426.134,17941.904,-3800.5761,27.142508,-1.6141735,2.1885374,-7.4476569
1347000,299.39963,-18568.741,-18423.885,17838.044,-3540.7342,27.152508,-0.94823687,1.5087948,-6.1761357
1348000,297.50356,-18569.077,-18425.139,17682.254,-3280.8923,27.162508,-0.85352071,2.6033373,-7.4709832
1349000,291.68514,-18569.743,-18428.619,17526.464,-3021.0505,27.172508,-0.023627548,2.1073962,-9.4830064
1350000,298.49558,-18566.215,-18421.797,17370.675,-2761.2086,27.182508,-0.90620176,0.88754753,-9.2616734
1351000,295.83335,-18571.081,-18427.951,17214.885,-2501.3667,27.192508,-0.14454502,2.4201427,-7.3274396
1352000,298.09973,-18568.834,-18424.608,17111.025,-2241.5248,27.202508,-1.3961464,0.61289392,-11.007072
